x_m,r_m,Ma_iso,delta_star_m,r_eff_m,Ma_eff,mu_Pa_s,Re_x
0.000000,0.060000,0.039700,1.15546776e-06,0.059999,0.039702,1.25165855e-04,1.000000e+03
0.000192,0.059668,0.040145,2.21763411e-06,0.059665,0.040148,1.25165683e-04,1.000000e+03
0.000384,0.059335,0.040597,4.43526821e-06,0.059331,0.040603,1.25165507e-04,1.000000e+03
0.000576,0.059003,0.041056,6.64817001e-06,0.058996,0.041065,1.25165325e-04,1.003564e+03
0.000768,0.058670,0.041524,8.34971159e-06,0.058662,0.041535,1.25165138e-04,1.353294e+03
0.000960,0.058338,0.041999,9.95892066e-06,0.058328,0.042013,1.25164946e-04,1.710953e+03
0.001152,0.058005,0.042483,1.14964674e-05,0.057994,0.042500,1.25164748e-04,2.076747e+03
0.001343,0.057673,0.042975,1.29754754e-05,0.057660,0.042994,1.25164544e-04,2.450887e+03
0.001535,0.057341,0.043476,1.44049745e-05,0.057326,0.043497,1.25164334e-04,2.833589e+03
0.001727,0.057008,0.043985,1.57915342e-05,0.056992,0.044010,1.25164118e-04,3.225079e+03
0.001919,0.056676,0.044504,1.71401343e-05,0.056659,0.044531,1.25163896e-04,3.625587e+03
0.002111,0.056343,0.045032,1.84546703e-05,0.056325,0.045061,1.25163667e-04,4.035352e+03
0.002303,0.056011,0.045569,1.97382666e-05,0.055991,0.045601,1.25163431e-04,4.454620e+03
0.002495,0.055678,0.046116,2.09934803e-05,0.055657,0.046151,1.25163188e-04,4.883644e+03
0.002687,0.055346,0.046673,2.22224397e-05,0.055324,0.046710,1.25162938e-04,5.322687e+03
0.002879,0.055014,0.047240,2.34269414e-05,0.054990,0.047280,1.25162680e-04,5.772020e+03
0.003071,0.054681,0.047817,2.46085202e-05,0.054657,0.047861,1.25162414e-04,6.231920e+03
0.003263,0.054349,0.048406,2.57685007e-05,0.054323,0.048452,1.25162140e-04,6.702677e+03
0.003455,0.054016,0.049005,2.69080369e-05,0.053989,0.049054,1.25161857e-04,7.184589e+03
0.003647,0.053684,0.049615,2.80281415e-05,0.053656,0.049667,1.25161566e-04,7.677962e+03
0.003839,0.053352,0.050237,2.91297100e-05,0.053322,0.050292,1.25161265e-04,8.183115e+03
0.004030,0.053019,0.050871,3.02135386e-05,0.052989,0.050929,1.25160955e-04,8.700375e+03
0.004222,0.052687,0.051516,3.12803395e-05,0.052655,0.051578,1.25160634e-04,9.230082e+03
0.004414,0.052354,0.052175,3.23307527e-05,0.052322,0.052239,1.25160304e-04,9.772587e+03
0.004606,0.052022,0.052846,3.33653559e-05,0.051988,0.052914,1.25159963e-04,1.032825e+04
0.004798,0.051689,0.053530,3.43846728e-05,0.051655,0.053601,1.25159610e-04,1.089745e+04
0.004990,0.051357,0.054227,3.53891796e-05,0.051322,0.054302,1.25159246e-04,1.148058e+04
0.005182,0.051025,0.054938,3.63793109e-05,0.050988,0.055017,1.25158870e-04,1.207803e+04
0.005374,0.050692,0.055663,3.73554645e-05,0.050655,0.055746,1.25158482e-04,1.269021e+04
0.005566,0.050360,0.056403,3.83180053e-05,0.050321,0.056489,1.25158080e-04,1.331757e+04
0.005758,0.050027,0.057158,3.92672690e-05,0.049988,0.057248,1.25157665e-04,1.396054e+04
0.005950,0.049695,0.057928,4.02035653e-05,0.049655,0.058022,1.25157236e-04,1.461959e+04
0.006142,0.049362,0.058714,4.11271800e-05,0.049321,0.058812,1.25156792e-04,1.529518e+04
0.006334,0.049030,0.059516,4.20383777e-05,0.048988,0.059618,1.25156333e-04,1.598783e+04
0.006525,0.048698,0.060334,4.29374036e-05,0.048655,0.060441,1.25155858e-04,1.669803e+04
0.006717,0.048365,0.061170,4.38244853e-05,0.048321,0.061281,1.25155366e-04,1.742632e+04
0.006909,0.048033,0.062023,4.46998343e-05,0.047988,0.062139,1.25154857e-04,1.817324e+04
0.007101,0.047700,0.062894,4.55636475e-05,0.047655,0.063015,1.25154330e-04,1.893938e+04
0.007293,0.047368,0.063784,4.64161080e-05,0.047321,0.063909,1.25153784e-04,1.972531e+04
0.007485,0.047035,0.064692,4.72573866e-05,0.046988,0.064823,1.25153219e-04,2.053166e+04
0.007677,0.046703,0.065621,4.80876427e-05,0.046655,0.065757,1.25152633e-04,2.135905e+04
0.007869,0.046371,0.066570,4.89070248e-05,0.046322,0.066711,1.25152026e-04,2.220816e+04
0.008061,0.046038,0.067539,4.97156715e-05,0.045988,0.067686,1.25151396e-04,2.307966e+04
0.008253,0.045706,0.068530,5.05137125e-05,0.045655,0.068683,1.25150743e-04,2.397426e+04
0.008445,0.045373,0.069543,5.13012686e-05,0.045322,0.069701,1.25150066e-04,2.489272e+04
0.008637,0.045041,0.070579,5.20784525e-05,0.044989,0.070743,1.25149363e-04,2.583579e+04
0.008829,0.044708,0.071638,5.28453698e-05,0.044656,0.071809,1.25148633e-04,2.680427e+04
0.009020,0.044376,0.072722,5.36021184e-05,0.044322,0.072899,1.25147876e-04,2.779899e+04
0.009212,0.044044,0.073830,5.43487901e-05,0.043989,0.074013,1.25147090e-04,2.882081e+04
0.009404,0.043711,0.074964,5.50854701e-05,0.043656,0.075154,1.25146273e-04,2.987064e+04
0.009596,0.043379,0.076124,5.58122377e-05,0.043323,0.076322,1.25145424e-04,3.094940e+04
0.009788,0.043046,0.077312,5.65291667e-05,0.042990,0.077517,1.25144541e-04,3.205807e+04
0.009980,0.042714,0.078528,5.72363253e-05,0.042657,0.078741,1.25143624e-04,3.319766e+04
0.010172,0.042382,0.079773,5.79337769e-05,0.042324,0.079993,1.25142669e-04,3.436921e+04
0.010364,0.042049,0.081049,5.86215798e-05,0.041990,0.081277,1.25141676e-04,3.557383e+04
0.010556,0.041717,0.082355,5.92997879e-05,0.041657,0.082591,1.25140643e-04,3.681266e+04
0.010748,0.041384,0.083693,5.99684505e-05,0.041324,0.083938,1.25139567e-04,3.808689e+04
0.010940,0.041052,0.085065,6.06276127e-05,0.040991,0.085318,1.25138446e-04,3.939775e+04
0.011132,0.040719,0.086470,6.12773155e-05,0.040658,0.086733,1.25137279e-04,4.074654e+04
0.011324,0.040387,0.087912,6.19175960e-05,0.040325,0.088184,1.25136063e-04,4.213462e+04
0.011516,0.040055,0.089389,6.25484875e-05,0.039992,0.089672,1.25134794e-04,4.356339e+04
0.011707,0.039722,0.090905,6.31700197e-05,0.039659,0.091198,1.25133471e-04,4.503432e+04
0.011899,0.039390,0.092460,6.37822184e-05,0.039326,0.092763,1.25132091e-04,4.654894e+04
0.012091,0.039057,0.094056,6.43851065e-05,0.038993,0.094369,1.25130651e-04,4.810887e+04
0.012283,0.038725,0.095693,6.49787031e-05,0.038660,0.096018,1.25129147e-04,4.971577e+04
0.012475,0.038392,0.097375,6.55630242e-05,0.038327,0.097711,1.25127575e-04,5.137139e+04
0.012667,0.038060,0.099101,6.61380827e-05,0.037994,0.099450,1.25125934e-04,5.307758e+04
0.012859,0.037728,0.100874,6.67038882e-05,0.037661,0.101236,1.25124218e-04,5.483625e+04
0.013051,0.037395,0.102696,6.72604472e-05,0.037328,0.103071,1.25122423e-04,5.664939e+04
0.013243,0.037063,0.104568,6.78077635e-05,0.036995,0.104956,1.25120545e-04,5.851912e+04
0.013435,0.036730,0.106493,6.83458375e-05,0.036662,0.106895,1.25118579e-04,6.044763e+04
0.013627,0.036398,0.108472,6.88746672e-05,0.036329,0.108889,1.25116521e-04,6.243723e+04
0.013819,0.036065,0.110507,6.93942472e-05,0.035996,0.110939,1.25114364e-04,6.449033e+04
0.014011,0.035733,0.112601,6.99045695e-05,0.035663,0.113049,1.25112104e-04,6.660946e+04
0.014202,0.035401,0.114755,7.04056232e-05,0.035330,0.115220,1.25109734e-04,6.879729e+04
0.014394,0.035068,0.116973,7.08973948e-05,0.034997,0.117455,1.25107247e-04,7.105660e+04
0.014586,0.034736,0.119258,7.13798676e-05,0.034664,0.119757,1.25104637e-04,7.339031e+04
0.014778,0.034403,0.121610,7.18530223e-05,0.034331,0.122128,1.25101895e-04,7.580151e+04
0.014970,0.034071,0.124034,7.23168368e-05,0.033999,0.124572,1.25099015e-04,7.829344e+04
0.015162,0.033738,0.126533,7.27712862e-05,0.033666,0.127090,1.25095987e-04,8.086948e+04
0.015354,0.033406,0.129109,7.32163428e-05,0.033333,0.129688,1.25092801e-04,8.353322e+04
0.015546,0.033074,0.131767,7.36519759e-05,0.033000,0.132367,1.25089449e-04,8.628843e+04
0.015738,0.032741,0.134509,7.40781521e-05,0.032667,0.135131,1.25085918e-04,8.913905e+04
0.015930,0.032409,0.137339,7.44948350e-05,0.032334,0.137985,1.25082198e-04,9.208929e+04
0.016122,0.032076,0.140261,7.49019855e-05,0.032001,0.140933,1.25078276e-04,9.514353e+04
0.016314,0.031744,0.143280,7.52995612e-05,0.031669,0.143977,1.25074138e-04,9.830642e+04
0.016506,0.031412,0.146399,7.56875169e-05,0.031336,0.147124,1.25069770e-04,1.015829e+05
0.016697,0.031079,0.149624,7.60658045e-05,0.031003,0.150377,1.25065155e-04,1.049780e+05
0.016889,0.030747,0.152960,7.64343723e-05,0.030670,0.153743,1.25060277e-04,1.084974e+05
0.017081,0.030414,0.156411,7.67931660e-05,0.030337,0.157225,1.25055117e-04,1.121467e+05
0.017273,0.030082,0.159984,7.71421276e-05,0.030005,0.160831,1.25049655e-04,1.159322e+05
0.017465,0.029749,0.163684,7.74811960e-05,0.029672,0.164565,1.25043869e-04,1.198602e+05
0.017657,0.029417,0.167518,7.78103067e-05,0.029339,0.168435,1.25037734e-04,1.239376e+05
0.017849,0.029085,0.171493,7.81293915e-05,0.029006,0.172448,1.25031226e-04,1.281717e+05
0.018041,0.028752,0.175615,7.84383787e-05,0.028674,0.176611,1.25024315e-04,1.325701e+05
0.018233,0.028420,0.179894,7.87371929e-05,0.028341,0.180931,1.25016970e-04,1.371412e+05
0.018425,0.028087,0.184337,7.90257548e-05,0.028008,0.185418,1.25009157e-04,1.418935e+05
0.018617,0.027755,0.188953,7.93039812e-05,0.027676,0.190081,1.25000839e-04,1.468362e+05
0.018809,0.027422,0.193752,7.95717845e-05,0.027343,0.194929,1.24991976e-04,1.519793e+05
0.019001,0.027090,0.198745,7.98290730e-05,0.027010,0.199974,1.24982521e-04,1.573331e+05
0.019010,0.027074,0.198986,7.98410393e-05,0.026994,0.200218,1.24982057e-04,1.575924e+05
0.019110,0.026903,0.201642,7.99730251e-05,0.026823,0.202901,1.24976925e-04,1.604507e+05
0.019210,0.026735,0.204300,8.01061044e-05,0.026655,0.205588,1.24971719e-04,1.633296e+05
0.019310,0.026570,0.206963,8.02401932e-05,0.026490,0.208280,1.24966437e-04,1.662294e+05
0.019410,0.026409,0.209631,8.03752148e-05,0.026328,0.210976,1.24961078e-04,1.691505e+05
0.019510,0.026250,0.212303,8.05110988e-05,0.026169,0.213678,1.24955640e-04,1.720934e+05
0.019610,0.026094,0.214981,8.06477807e-05,0.026013,0.216387,1.24950122e-04,1.750583e+05
0.019710,0.025940,0.217666,8.07852012e-05,0.025860,0.219101,1.24944523e-04,1.780455e+05
0.019810,0.025790,0.220357,8.09233056e-05,0.025709,0.221823,1.24938842e-04,1.810554e+05
0.019910,0.025641,0.223055,8.10620437e-05,0.025560,0.224552,1.24933076e-04,1.840881e+05
0.020010,0.025496,0.225760,8.12013691e-05,0.025414,0.227289,1.24927224e-04,1.871441e+05
0.020110,0.025352,0.228473,8.13412390e-05,0.025271,0.230035,1.24921286e-04,1.902234e+05
0.020210,0.025211,0.231195,8.14816138e-05,0.025129,0.232788,1.24915260e-04,1.933264e+05
0.020310,0.025072,0.233924,8.16224569e-05,0.024990,0.235551,1.24909144e-04,1.964532e+05
0.020410,0.024935,0.236663,8.17637346e-05,0.024853,0.238323,1.24902937e-04,1.996041e+05
0.020510,0.024800,0.239410,8.19054156e-05,0.024718,0.241104,1.24896638e-04,2.027792e+05
0.020610,0.024667,0.242167,8.20474709e-05,0.024585,0.243895,1.24890246e-04,2.059787e+05
0.020710,0.024536,0.244933,8.21898736e-05,0.024454,0.246696,1.24883758e-04,2.092028e+05
0.020810,0.024407,0.247709,8.23325989e-05,0.024325,0.249508,1.24877175e-04,2.124515e+05
0.020910,0.024280,0.250495,8.24756239e-05,0.024198,0.252330,1.24870494e-04,2.157252e+05
0.021010,0.024155,0.253292,8.26189272e-05,0.024072,0.255163,1.24863714e-04,2.190238e+05
0.021110,0.024031,0.256099,8.27624891e-05,0.023949,0.258007,1.24856834e-04,2.223476e+05
0.021210,0.023910,0.258916,8.29062914e-05,0.023827,0.260862,1.24849853e-04,2.256966e+05
0.021310,0.023789,0.261745,8.30503171e-05,0.023706,0.263729,1.24842769e-04,2.290710e+05
0.021410,0.023671,0.264585,8.31945508e-05,0.023588,0.266607,1.24835581e-04,2.324708e+05
0.021510,0.023554,0.267436,8.33389778e-05,0.023470,0.269497,1.24828287e-04,2.358961e+05
0.021610,0.023438,0.270298,8.34835850e-05,0.023355,0.272400,1.24820886e-04,2.393471e+05
0.021710,0.023324,0.273172,8.36283602e-05,0.023241,0.275314,1.24813378e-04,2.428237e+05
0.021810,0.023212,0.276058,8.37732919e-05,0.023128,0.278241,1.24805760e-04,2.463261e+05
0.021910,0.023101,0.278956,8.39183698e-05,0.023017,0.281181,1.24798031e-04,2.498543e+05
0.022010,0.022991,0.281866,8.40635845e-05,0.022907,0.284133,1.24790189e-04,2.534084e+05
0.022110,0.022883,0.284788,8.42089273e-05,0.022799,0.287098,1.24782235e-04,2.569884e+05
0.022210,0.022776,0.287723,8.43543901e-05,0.022692,0.290076,1.24774165e-04,2.605943e+05
0.022310,0.022671,0.290670,8.44999658e-05,0.022587,0.293068,1.24765979e-04,2.642262e+05
0.022410,0.022567,0.293630,8.46456478e-05,0.022482,0.296072,1.24757675e-04,2.678841e+05
0.022510,0.022464,0.296603,8.47914302e-05,0.022379,0.299091,1.24749253e-04,2.715680e+05
0.022610,0.022362,0.299588,8.49373076e-05,0.022277,0.302123,1.24740709e-04,2.752779e+05
0.022710,0.022262,0.302587,8.50832754e-05,0.022177,0.305168,1.24732045e-04,2.790139e+05
0.022810,0.022163,0.305599,8.52293293e-05,0.022078,0.308228,1.24723256e-04,2.827759e+05
0.022910,0.022065,0.308624,8.53754656e-05,0.021979,0.311301,1.24714344e-04,2.865639e+05
0.023010,0.021968,0.311663,8.55216810e-05,0.021883,0.314389,1.24705305e-04,2.903778e+05
0.023110,0.021872,0.314714,8.56679729e-05,0.021787,0.317491,1.24696139e-04,2.942178e+05
0.023210,0.021778,0.317780,8.58143388e-05,0.021692,0.320607,1.24686844e-04,2.980837e+05
0.023310,0.021684,0.320859,8.59607769e-05,0.021599,0.323738,1.24677419e-04,3.019754e+05
0.023410,0.021592,0.323952,8.61072856e-05,0.021506,0.326883,1.24667862e-04,3.058930e+05
0.023510,0.021501,0.327059,8.62538637e-05,0.021415,0.330043,1.24658172e-04,3.098364e+05
0.023610,0.021411,0.330180,8.64005104e-05,0.021324,0.333218,1.24648347e-04,3.138056e+05
0.023710,0.021322,0.333315,8.65472252e-05,0.021235,0.336408,1.24638387e-04,3.178004e+05
0.023810,0.021234,0.336464,8.66940081e-05,0.021147,0.339612,1.24628289e-04,3.218207e+05
0.023910,0.021146,0.339627,8.68408590e-05,0.021060,0.342832,1.24618052e-04,3.258666e+05
0.024010,0.021060,0.342805,8.69877785e-05,0.020973,0.346067,1.24607675e-04,3.299380e+05
0.024110,0.020975,0.345996,8.71347673e-05,0.020888,0.349318,1.24597156e-04,3.340346e+05
0.024210,0.020891,0.349203,8.72818263e-05,0.020804,0.352583,1.24586494e-04,3.381565e+05
0.024310,0.020808,0.352424,8.74289568e-05,0.020720,0.355864,1.24575688e-04,3.423035e+05
0.024410,0.020726,0.355659,8.75761603e-05,0.020638,0.359161,1.24564735e-04,3.464755e+05
0.024510,0.020644,0.358909,8.77234384e-05,0.020557,0.362473,1.24553634e-04,3.506724e+05
0.024610,0.020564,0.362174,8.78707931e-05,0.020476,0.365801,1.24542384e-04,3.548940e+05
0.024710,0.020484,0.365453,8.80182265e-05,0.020396,0.369145,1.24530984e-04,3.591403e+05
0.024810,0.020406,0.368748,8.81657409e-05,0.020318,0.372505,1.24519432e-04,3.634110e+05
0.024910,0.020328,0.372057,8.83133390e-05,0.020240,0.375881,1.24507725e-04,3.677060e+05
0.025010,0.020251,0.375381,8.84610233e-05,0.020163,0.379273,1.24495864e-04,3.720252e+05
0.025110,0.020175,0.378720,8.86087969e-05,0.020087,0.382681,1.24483846e-04,3.763684e+05
0.025210,0.020100,0.382074,8.87566627e-05,0.020011,0.386105,1.24471671e-04,3.807355e+05
0.025310,0.020026,0.385444,8.89046241e-05,0.019937,0.389545,1.24459335e-04,3.851262e+05
0.025410,0.019952,0.388828,8.90526844e-05,0.019863,0.393002,1.24446838e-04,3.895403e+05
0.025510,0.019880,0.392228,8.92008471e-05,0.019790,0.396475,1.24434179e-04,3.939777e+05
0.025610,0.019808,0.395643,8.93491160e-05,0.019718,0.399965,1.24421355e-04,3.984382e+05
0.025710,0.019737,0.399074,8.94974948e-05,0.019647,0.403472,1.24408366e-04,4.029215e+05
0.025810,0.019666,0.402519,8.96459876e-05,0.019577,0.406995,1.24395210e-04,4.074274e+05
0.025910,0.019597,0.405980,8.97945985e-05,0.019507,0.410535,1.24381884e-04,4.119558e+05
0.026010,0.019528,0.409457,8.99433316e-05,0.019438,0.414091,1.24368389e-04,4.165063e+05
0.026110,0.019460,0.412949,9.00921913e-05,0.019370,0.417665,1.24354721e-04,4.210788e+05
0.026210,0.019393,0.416456,9.02411822e-05,0.019303,0.421255,1.24340881e-04,4.256730e+05
0.026310,0.019327,0.419980,9.03903086e-05,0.019236,0.424862,1.24326865e-04,4.302886e+05
0.026410,0.019261,0.423518,9.05395755e-05,0.019170,0.428487,1.24312673e-04,4.349255e+05
0.026510,0.019196,0.427073,9.06889874e-05,0.019105,0.432129,1.24298303e-04,4.395832e+05
0.026610,0.019132,0.430643,9.08385493e-05,0.019041,0.435788,1.24283753e-04,4.442615e+05
0.026710,0.019068,0.434228,9.09882663e-05,0.018977,0.439464,1.24269022e-04,4.489602e+05
0.026810,0.019005,0.437830,9.11381433e-05,0.018914,0.443158,1.24254109e-04,4.536790e+05
0.026910,0.018943,0.441447,9.12881856e-05,0.018852,0.446869,1.24239011e-04,4.584175e+05
0.027010,0.018882,0.445080,9.14383983e-05,0.018790,0.450597,1.24223728e-04,4.631754e+05
0.027110,0.018821,0.448728,9.15887869e-05,0.018730,0.454343,1.24208257e-04,4.679525e+05
0.027210,0.018761,0.452393,9.17393567e-05,0.018669,0.458107,1.24192598e-04,4.727484e+05
0.027310,0.018702,0.456073,9.18901134e-05,0.018610,0.461889,1.24176748e-04,4.775627e+05
0.027410,0.018643,0.459770,9.20410623e-05,0.018551,0.465688,1.24160706e-04,4.823953e+05
0.027510,0.018585,0.463482,9.21922093e-05,0.018493,0.469505,1.24144470e-04,4.872456e+05
0.027610,0.018528,0.467210,9.23435599e-05,0.018435,0.473340,1.24128040e-04,4.921133e+05
0.027710,0.018471,0.470954,9.24951201e-05,0.018379,0.477193,1.24111413e-04,4.969981e+05
0.027810,0.018415,0.474714,9.26468956e-05,0.018322,0.481064,1.24094587e-04,5.018996e+05
0.027910,0.018360,0.478490,9.27988924e-05,0.018267,0.484954,1.24077562e-04,5.068175e+05
0.028010,0.018305,0.482282,9.29511165e-05,0.018212,0.488861,1.24060336e-04,5.117513e+05
0.028110,0.018251,0.486090,9.31035740e-05,0.018158,0.492787,1.24042906e-04,5.167006e+05
0.028210,0.018197,0.489914,9.32562708e-05,0.018104,0.496731,1.24025273e-04,5.216652e+05
0.028310,0.018145,0.493754,9.34092133e-05,0.018051,0.500694,1.24007433e-04,5.266444e+05
0.028410,0.018092,0.497610,9.35624075e-05,0.017999,0.504675,1.23989386e-04,5.316380e+05
0.028510,0.018041,0.501482,9.37158598e-05,0.017947,0.508675,1.23971129e-04,5.366455e+05
0.028610,0.017990,0.505370,9.38695766e-05,0.017896,0.512693,1.23952663e-04,5.416664e+05
0.028710,0.017939,0.509274,9.40235641e-05,0.017845,0.516730,1.23933984e-04,5.467004e+05
0.028810,0.017889,0.513194,9.41778288e-05,0.017795,0.520787,1.23915091e-04,5.517470e+05
0.028910,0.017840,0.517131,9.43323771e-05,0.017746,0.524862,1.23895983e-04,5.568058e+05
0.029010,0.017792,0.521083,9.44872156e-05,0.017697,0.528956,1.23876658e-04,5.618762e+05
0.029110,0.017744,0.525052,9.46423509e-05,0.017649,0.533069,1.23857115e-04,5.669578e+05
0.029210,0.017696,0.529036,9.47977895e-05,0.017601,0.537202,1.23837352e-04,5.720502e+05
0.029310,0.017649,0.533037,9.49535380e-05,0.017554,0.541354,1.23817368e-04,5.771528e+05
0.029410,0.017603,0.537054,9.51096032e-05,0.017508,0.545525,1.23797161e-04,5.822652e+05
0.029510,0.017557,0.541087,9.52659917e-05,0.017462,0.549716,1.23776730e-04,5.873868e+05
0.029610,0.017512,0.545136,9.54227104e-05,0.017417,0.553926,1.23756073e-04,5.925172e+05
0.029710,0.017468,0.549201,9.55797660e-05,0.017372,0.558157,1.23735188e-04,5.976559e+05
0.029810,0.017424,0.553282,9.57371653e-05,0.017328,0.562407,1.23714074e-04,6.028023e+05
0.029910,0.017380,0.557379,9.58949152e-05,0.017284,0.566677,1.23692730e-04,6.079559e+05
0.030010,0.017337,0.561493,9.60530227e-05,0.017241,0.570968,1.23671154e-04,6.131162e+05
0.030110,0.017295,0.565622,9.62114945e-05,0.017199,0.575278,1.23649345e-04,6.182826e+05
0.030210,0.017253,0.569768,9.63703377e-05,0.017157,0.579610,1.23627301e-04,6.234546e+05
0.030310,0.017212,0.573929,9.65295593e-05,0.017116,0.583961,1.23605020e-04,6.286317e+05
0.030410,0.017171,0.578107,9.66891662e-05,0.017075,0.588334,1.23582502e-04,6.338132e+05
0.030510,0.017131,0.582301,9.68491656e-05,0.017034,0.592727,1.23559744e-04,6.389987e+05
0.030610,0.017092,0.586510,9.70095644e-05,0.016995,0.597142,1.23536745e-04,6.441875e+05
0.030710,0.017053,0.590736,9.71703698e-05,0.016955,0.601577,1.23513505e-04,6.493790e+05
0.030810,0.017014,0.594978,9.73315889e-05,0.016917,0.606035,1.23490020e-04,6.545728e+05
0.030910,0.016976,0.599236,9.74932289e-05,0.016879,0.610513,1.23466291e-04,6.597682e+05
0.031010,0.016939,0.603509,9.76552968e-05,0.016841,0.615014,1.23442315e-04,6.649645e+05
0.031110,0.016902,0.607799,9.78178000e-05,0.016804,0.619537,1.23418091e-04,6.701613e+05
0.031210,0.016865,0.612105,9.79807455e-05,0.016767,0.624081,1.23393618e-04,6.753578e+05
0.031310,0.016829,0.616426,9.81441407e-05,0.016731,0.628649,1.23368894e-04,6.805536e+05
0.031410,0.016794,0.620764,9.83079928e-05,0.016696,0.633239,1.23343918e-04,6.857479e+05
0.031510,0.016759,0.625117,9.84723090e-05,0.016661,0.637852,1.23318688e-04,6.909401e+05
0.031610,0.016725,0.629486,9.86370966e-05,0.016626,0.642489,1.23293204e-04,6.961296e+05
0.031710,0.016691,0.633871,9.88023631e-05,0.016592,0.647149,1.23267463e-04,7.013159e+05
0.031810,0.016657,0.638272,9.89681155e-05,0.016558,0.651834,1.23241464e-04,7.064981e+05
0.031910,0.016624,0.642689,9.91343614e-05,0.016525,0.656542,1.23215207e-04,7.116758e+05
0.032010,0.016592,0.647122,9.93011081e-05,0.016493,0.661276,1.23188689e-04,7.168482e+05
0.032110,0.016560,0.651570,9.94683628e-05,0.016461,0.666034,1.23161909e-04,7.220147e+05
0.032210,0.016529,0.656034,9.96361331e-05,0.016429,0.670818,1.23134867e-04,7.271746e+05
